Surface,Chambres,AnneeConstruction,DistanceCentreVille,QualiteQuartier,Prix
186.33,4,2012,2727.24,7,334094.0
125.52,3,2003,4186.72,1,403515.0
156.76,3,1995,3985.27,7,394134.0
172.62,4,2014,4719.65,8,432968.0
229.18,3,2012,1137.21,3,257972.0
214.16,3,2001,2190.77,3,309530.0
171.22,3,2002,1769.64,4,285622.0
297.3,2,1995,4373.92,6,424538.0
221.15,3,1997,2697.6,7,336256.6726666667
147.45,4,1997,620.82,1,221621.0
120.36,4,2022,3685.84,4,381688.0
130.57,3,2004,2249.14,7,304357.0
149.19,3,2011,2890.16,2,338604.0
132.14,3,2012,4522.04,1,416927.0
137.31,4,2011,1655.32,1,277222.0
157.02,4,1994,1581.19,6,336256.6726666667
134.67,2,2020,1684.37,5,276153.0
279.35,2,2002,2021.49,1,308375.0
116.05,2,2017,983.09,3,244103.0
204.9,4,2009,3637.49,7,378279.0
182.08,2,2022,1433.29,9,272048.0
296.48,3,2005,4667.66,9,444745.0
122.41,3,2018,1470.59,6,260556.0
179.57,4,2012,1650.39,3,277153.0
293.89,2,2013,1836.59,1,302711.0
273.1,3,1996,3958.42,3,403894.0
263.41,4,1993,2424.23,2,330246.0
151.58,2,2011,4187.01,5,403341.0
134.18,3,1994,4031.84,8,392535.0
233.73,2,2012,4682.71,5,440175.0
285.88,4,2004,3904.72,1,399048.0
211.35,2,2020,733.6,3,236109.0
214.32,4,1998,4267.77,5,414906.0
156.0,2,2014,4721.33,7,433182.0
253.9,3,2014,4971.6,5,450133.0
137.41,4,2010,1063.7,5,247364.0
164.74,4,1998,3259.73,7,357590.0
185.09,4,2011,1397.56,8,336256.6726666667
201.52,2,2012,1681.29,8,281888.0
148.48,2,1993,3855.13,7,381477.0
122.97,3,2018,4899.5,3,435219.0
222.12,4,2004,3176.85,2,355869.0
157.73,4,1990,4327.63,1,412929.0
216.25,2,2019,539.98,6,228613.0
130.87,2,2018,664.84,9,230996.0
196.23,3,2009,3185.26,3,354953.0
206.52,3,2022,2250.42,5,336256.6726666667
110.36,2,2011,4503.91,9,412899.0
167.32,4,2002,1858.92,9,287020.0
126.88,3,1996,2444.23,7,312907.0
112.67,2,1997,2875.59,4,340111.0
297.99,2,2017,1728.67,2,295314.0
164.47,4,1998,4588.23,2,424231.0
261.97,2,2014,2590.4,4,337284.0
150.93,2,2005,2408.7,1,316478.0
236.3,3,1999,4323.89,4,336256.6726666667
252.05,2,2000,1903.9,6,300395.0
219.13,2,2020,4178.59,6,409024.0
194.32,3,2001,1050.23,7,336256.6726666667
182.37,4,2020,1322.55,5,267631.0
169.77,4,2003,4778.79,9,433949.0
285.91,3,2021,4291.01,2,336256.6726666667
266.12,3,2006,2245.55,2,336256.6726666667
293.01,4,1990,3373.05,4,376053.0
124.86,4,2018,4743.37,4,431250.0
246.17,4,1993,1453.37,4,272686.0
287.67,4,2012,765.55,1,243773.0
136.25,4,2017,2918.61,4,344429.0
113.3,3,2005,1141.69,5,248629.0
248.22,2,2001,1342.94,9,268066.0
214.89,4,2010,4511.93,3,425446.0
268.37,4,2006,533.32,3,229987.0
127.95,2,2002,4175.69,5,403513.0
259.05,2,2021,2826.28,6,344276.0
140.33,2,2004,3016.82,3,344103.0
132.73,2,2001,3522.96,1,366386.0
132.85,2,2004,2441.5,8,321405.0
262.91,2,1995,1020.25,1,256602.0
233.04,3,2006,962.69,2,251502.0
204.61,2,2009,3894.63,3,395940.0
171.77,2,1998,1494.66,6,269418.0
275.44,3,1994,626.46,4,240921.0
178.49,2,2012,4908.26,4,442144.0
263.32,4,2022,4911.76,9,456315.0
187.83,4,2003,2201.64,6,336256.6726666667
175.39,2,2006,614.86,2,229205.0
192.54,3,2008,3772.69,7,387419.0
160.28,4,2022,4239.55,3,408616.0
249.52,3,1990,1062.56,9,250910.0
200.54,4,2002,1109.56,6,251337.0
146.44,2,2016,4200.01,8,408940.0
279.91,3,1995,4648.58,1,433889.0
176.78,3,1995,4058.4,2,401691.0
208.71,3,2022,1403.35,6,278216.0
281.29,4,2019,2351.85,3,325858.0
224.85,4,2012,3203.79,1,336256.6726666667
123.38,4,1999,1221.32,6,254887.0
287.97,2,2008,1447.71,5,279851.0
225.54,4,2017,1772.99,9,291582.0
166.98,2,2012,2792.81,6,335107.0
127.85,3,1993,2798.62,5,331068.0
258.81,3,2009,4164.33,1,410629.0
224.01,2,2008,3888.55,1,396418.0
206.69,4,2016,4611.81,1,436864.0
278.78,2,1993,4248.06,7,422027.0
257.72,3,1996,1642.45,6,286357.0
130.33,3,1996,1990.84,5,293489.0
162.34,2,2015,2751.9,4,332939.0
149.7,4,2015,564.22,8,227328.0
248.79,4,2008,4567.56,8,426972.0
106.71,2,1998,699.55,5,230733.0
213.98,2,2009,1950.99,4,295922.0
252.49,4,2005,3061.29,2,355316.0
275.35,3,2006,2830.29,7,343503.0
168.42,2,2011,3445.07,5,368756.0
264.25,4,2002,2873.84,3,336256.6726666667
122.13,4,2001,1530.51,9,271878.0
269.29,3,1999,1404.85,9,277199.0
125.5,3,1990,4582.61,8,418630.0
179.46,3,2021,1687.85,1,336256.6726666667
259.46,3,2019,1764.4,3,290840.0
129.98,3,1997,2358.29,2,307041.0
145.85,2,2010,1127.47,4,249451.0
244.45,4,2011,2782.73,2,339535.0
244.01,2,2007,3492.64,8,380968.0
228.23,2,1991,4037.0,1,400776.0
238.79,2,1998,3701.54,4,388605.0
208.54,2,1992,1164.36,5,336256.6726666667
150.36,2,2015,2552.3,4,316578.0
169.14,3,2010,673.64,8,232130.0
136.32,3,2019,580.09,2,217298.0
281.69,4,2017,2480.59,9,328390.0
216.68,2,2015,1638.32,2,284309.0
180.17,4,1997,3575.12,2,375706.0
192.4,3,1999,3759.08,2,336256.6726666667
289.46,3,2003,4529.32,8,427973.0
130.67,3,2004,3923.07,3,391403.0
217.25,2,2006,717.1,8,237540.0
201.18,2,2007,2172.3,7,304972.0
222.29,3,2021,1728.61,4,336256.6726666667
103.62,4,2012,2237.6,7,336256.6726666667
274.42,4,2012,1220.34,8,267876.0
286.42,3,2004,939.67,6,249425.0
213.03,4,2013,2844.43,6,336256.6726666667
239.33,3,2017,3741.72,3,336256.6726666667
284.5,4,2005,3658.6,5,392372.0
241.45,3,2005,2529.25,2,328780.0
130.51,4,1995,2850.26,5,334756.0
215.26,2,1991,2823.48,5,334101.0
221.34,3,2002,3612.07,7,385159.0
184.83,3,1998,715.66,4,231468.0
247.29,4,2006,3694.53,6,385477.0
286.87,3,2016,3119.9,9,365438.0
285.11,3,2018,1391.49,4,274550.0
190.17,3,2011,720.76,6,228709.0
122.65,2,2013,988.38,9,242847.0
296.97,2,1996,2861.11,1,345316.0
267.78,4,2001,3912.84,8,336256.6726666667
124.93,2,2012,2005.96,1,293215.0
284.17,4,2004,2206.06,4,315785.0
273.98,2,2022,4703.66,3,440241.0
203.77,4,2002,1458.56,4,276580.0
218.26,2,2012,966.87,7,253703.0
179.8,2,2021,2045.35,9,336256.6726666667
110.95,4,1990,3856.65,9,336256.6726666667
167.04,3,1994,3317.35,1,359376.0
260.57,3,2002,2371.08,1,322326.0
100.93,2,1994,4841.39,9,431307.0
166.7,4,2021,3807.48,4,391948.0
179.63,3,2010,778.38,3,235364.0
207.48,4,2013,3850.84,9,389474.0
283.97,3,2007,608.17,5,235017.0
169.27,4,2010,3426.45,6,368757.0
169.39,2,1999,1447.17,1,267032.0
247.5,4,2013,3633.99,1,385865.0
190.44,3,2010,1894.01,7,292143.0
144.92,2,2014,4428.53,8,417794.0
190.49,4,2012,2016.11,8,336256.6726666667
128.17,3,2011,3288.63,7,336256.6726666667
135.28,2,1993,1786.67,9,336256.6726666667
199.67,4,1995,4627.5,1,436210.0
183.79,3,2017,4014.48,2,402039.0
282.97,4,2020,1594.86,3,283055.0
172.48,4,2012,4769.59,5,440448.0
216.12,2,1995,2107.21,4,305413.0
226.45,2,2005,3433.39,4,371175.0
102.62,3,1991,3842.84,8,380858.0
232.71,2,2013,603.06,8,232377.0
135.61,3,2006,4815.35,7,437100.0
292.21,4,1990,2049.99,1,309398.0
129.73,4,1995,1354.01,4,260756.0
182.92,3,1994,4328.19,1,336256.6726666667
117.07,4,2018,3663.05,5,336256.6726666667
299.37,2,2001,890.34,3,252748.0
200.44,4,1992,1026.7,3,250901.0
219.08,2,1990,3718.36,4,386029.0
113.42,3,2016,836.52,2,336256.6726666667
249.99,3,2013,4627.29,7,432945.0
141.98,4,2008,3836.93,4,336256.6726666667
279.61,4,1997,2009.71,5,336256.6726666667
141.03,2,1991,2133.22,2,300648.0
138.14,2,2019,2779.23,6,333275.0
107.31,4,2019,2124.36,9,336256.6726666667
194.41,4,2021,4025.61,8,405265.0
212.97,3,1990,4886.32,8,448918.0
113.14,3,2002,3130.35,2,344403.0
255.11,3,2000,2507.17,4,331201.0
190.66,4,1999,1502.48,8,272656.0
204.88,4,2015,3440.45,1,336256.6726666667
188.15,4,2009,3585.1,8,378434.0
180.15,3,2006,3583.36,3,378558.0
211.93,4,2006,621.43,8,231648.0
131.05,2,1993,4546.05,6,418217.0
136.39,4,1994,2021.48,7,297827.0
272.36,4,2012,3848.75,2,402006.0
289.22,4,1999,3919.13,1,400328.0
174.66,4,2017,3427.5,6,336256.6726666667
154.15,4,2022,2276.9,3,304392.0
228.8,2,2015,3237.73,4,365975.0
181.75,2,2018,680.89,9,235745.0
105.08,4,2016,3928.53,3,388222.0
131.23,3,2007,948.15,2,236777.0
243.19,4,1999,2285.38,2,321442.0
231.78,4,1994,966.28,2,255505.0
105.42,4,1999,4266.84,6,402174.0
144.39,3,2010,2976.36,2,343934.0
146.21,3,2013,3609.3,7,377229.0
234.38,3,1992,3571.62,7,382352.0
103.94,2,2020,4287.23,7,405201.0
120.82,3,1991,1096.56,2,251120.0
259.98,2,1991,3468.78,7,372321.0
135.71,2,2009,3088.1,8,342911.0
230.55,3,2022,639.04,8,234219.0
147.64,3,1993,1406.4,2,268943.0
119.89,3,2000,1704.07,5,336256.6726666667
148.63,2,1994,826.5,6,230472.0
244.45,4,2014,2096.24,9,316733.0
271.14,3,1998,622.41,6,237691.0
266.04,3,1995,2989.33,6,350338.0
179.44,3,2007,1451.75,6,336256.6726666667
233.62,2,2003,1791.51,9,294263.0
141.0,2,2008,4597.12,7,427163.0
158.63,4,2003,2762.68,1,332763.0
279.27,3,2006,1710.56,1,292804.0
102.6,2,2018,3193.08,4,336256.6726666667
117.1,4,2006,1407.52,2,261437.0
141.58,3,1997,834.78,3,236971.0
105.31,2,1990,594.08,7,336256.6726666667
136.29,3,1996,4781.88,7,428423.0
216.61,3,1994,3760.75,3,336256.6726666667
184.28,2,2013,4099.77,2,336256.6726666667
278.53,2,2017,4914.13,1,448670.0
263.49,2,2006,4692.33,9,436033.0
168.36,3,2009,3816.11,3,386828.0
151.88,3,1992,3622.94,9,372014.0
175.94,4,2015,2015.82,4,294486.0
218.06,3,2004,968.08,6,248236.0
153.61,2,1997,3081.75,7,345394.0
224.83,3,2002,3093.14,6,357082.0
181.88,4,1992,4785.07,1,434295.0
210.41,4,1990,2491.57,6,320212.0
187.23,2,1998,3608.63,6,384669.0
158.89,2,2020,3087.37,5,343510.0
289.69,4,2015,1295.42,3,274542.0
252.72,4,2006,3164.29,3,362768.0
128.02,4,1998,2930.53,7,337244.0
273.69,2,2002,2722.58,8,338708.0
197.49,4,1994,2810.4,3,343769.0
278.91,4,2002,1237.95,3,273981.0
259.97,2,1990,2585.65,7,336256.6726666667
185.04,3,2014,3225.44,7,357806.0
104.49,3,1993,2702.52,9,336256.6726666667
153.74,4,1999,2699.09,6,328693.0
208.33,3,2017,848.83,7,244257.0
226.7,3,1995,1358.48,1,270136.0
151.58,3,2016,1944.38,7,292248.0
127.87,3,2001,2387.06,2,336256.6726666667
266.99,4,1992,3172.72,7,364184.0
296.88,3,2022,4385.05,3,424021.0
205.14,3,1999,1216.24,9,336256.6726666667
134.34,2,2020,567.9,5,222403.0
154.46,4,2004,2521.57,7,319507.0
103.68,2,1996,2444.46,8,320316.0
282.86,2,2003,2983.56,2,355443.0
123.55,4,2003,4249.5,1,398930.0
215.3,3,1992,4110.62,7,396781.0
154.81,2,1992,950.19,6,244076.0
210.84,4,2011,4702.98,6,435668.0
230.28,3,2008,996.86,2,255595.0
265.95,4,2001,3355.57,3,370352.0
141.28,2,1994,3525.83,4,368795.0
102.2,3,1999,3559.45,3,368403.0
127.38,3,2022,1694.08,2,276968.0
280.0,4,2002,1986.55,3,304424.0
274.78,3,2021,2969.05,6,356784.0
219.48,2,2000,1398.14,9,267799.0
220.1,2,2013,591.4,4,231896.0
233.01,2,2008,3029.65,6,358749.0
135.07,4,1995,2593.75,1,336256.6726666667
282.88,3,1993,3455.29,6,373111.0
183.75,3,2022,1160.15,3,254391.0
176.63,3,2002,4284.16,9,336256.6726666667
203.78,2,2008,1158.0,4,260784.0
109.39,3,2001,4511.05,7,416702.0
133.26,2,2000,2522.85,4,322365.0
247.61,3,1995,2974.12,6,349368.0
116.56,2,2001,4534.62,7,418791.0
220.63,3,2016,1849.61,2,294427.0
149.07,4,2014,1318.22,6,264507.0
177.86,4,1992,2505.88,8,324487.0
157.74,2,1992,1599.65,6,276419.0
171.13,2,2009,2875.3,2,336256.6726666667
243.81,3,2017,1738.66,4,286412.0
159.42,3,2012,4390.2,1,414158.0
213.28,4,1992,3232.96,7,358238.0
195.21,3,2013,501.08,8,221869.0
232.73,2,1995,4124.63,2,406746.0
287.37,2,2009,1985.96,5,299192.0
246.51,2,2000,1940.94,8,299410.0
142.99,2,2021,2223.78,8,303140.0
106.24,2,2016,3336.18,5,354282.0
152.45,4,2010,2489.27,8,319652.0
219.02,4,2002,3328.86,6,365749.0
110.29,2,2011,1160.51,5,249856.0
199.27,3,2011,4865.74,4,440200.0
219.37,2,2017,3783.23,5,389498.0
166.85,4,2010,1625.93,4,284669.0
254.18,2,2007,3758.76,1,393204.0
121.32,4,2020,3087.61,3,344091.0
115.03,4,2010,991.35,8,336256.6726666667
245.64,2,2003,1301.88,7,272507.0
199.1,2,2014,685.89,7,235110.0
237.68,3,2016,4141.57,3,407199.0
186.97,4,2012,2982.67,9,350370.0
149.28,3,2020,1925.37,6,289357.0
263.82,2,2018,1068.55,8,262534.0
259.88,4,2019,2678.21,8,338117.0
238.94,3,2015,2863.68,3,344885.0
154.43,3,2009,3658.77,4,379254.0
218.05,3,2008,4864.72,6,447996.0
172.19,2,2016,2457.25,2,326394.0
118.32,2,2014,2327.15,7,308187.0
283.46,2,2012,2164.69,2,313287.0
127.36,4,2018,4221.16,5,401408.0
290.05,2,2004,1203.43,4,262380.0
189.2,4,1992,2047.16,9,296878.0
137.03,3,1999,3762.37,2,381503.0
208.38,3,2004,570.63,7,336256.6726666667
274.59,2,2005,1802.21,7,292852.0
246.44,3,2006,3386.51,7,374741.0
261.31,2,2008,1336.78,1,268331.0
231.76,4,2000,1862.2,8,292527.0
238.46,3,1994,2687.2,2,332758.0
269.84,2,1994,2399.11,5,328437.0
149.93,3,2003,977.12,2,247674.0
197.88,3,2015,4722.06,5,432860.0
144.24,2,1997,699.32,7,225940.0
297.53,3,1994,3873.84,6,402682.0
288.81,3,1996,821.4,5,252622.0
107.89,3,2005,2602.83,4,325378.0
241.12,3,2003,1289.35,8,336256.6726666667
285.05,4,1993,1134.94,8,262351.0
136.12,3,2006,1066.54,1,336256.6726666667
213.59,3,1995,2537.54,2,325096.0
283.1,2,2005,2819.68,3,336256.6726666667
106.79,4,2018,1100.23,1,241723.0
239.48,2,1999,4907.28,3,445582.0
159.47,2,2018,1659.95,8,279326.0
284.88,2,2003,2564.79,4,336256.6726666667
294.21,4,1993,1473.21,7,281997.0
288.85,2,2002,2722.65,7,345810.0
194.84,2,2007,3902.07,5,395069.0
272.41,2,2022,2844.96,1,346395.0
268.91,3,2010,1785.42,4,297874.0
163.82,2,2005,1617.78,7,280535.0
265.78,4,2004,3915.2,5,401424.0
107.4,4,1994,1032.07,2,241957.0
219.25,3,1995,2164.85,8,306601.0
146.0,4,1992,1181.67,2,251163.0
124.11,4,2001,1660.89,8,278251.0
115.39,3,2022,1187.07,2,256552.0
239.26,2,2022,4490.48,5,426132.0
167.97,3,2020,3793.57,4,385567.0
244.95,2,2010,3024.17,1,336256.6726666667
113.07,2,2016,1509.91,8,265609.0
163.06,4,2016,2796.02,3,336256.6726666667
207.9,3,1997,2843.75,4,342551.0
258.14,4,2021,3156.82,4,358689.0
163.75,4,2015,770.38,5,336256.6726666667
225.18,2,1991,4878.06,3,443966.0
277.2,4,2001,2594.48,9,331600.0
223.17,3,2011,4669.39,4,432158.0
146.59,4,2006,544.14,4,217844.0
104.88,4,1996,1614.01,6,273959.0
274.02,2,1993,967.98,8,257645.0
104.25,3,2021,3963.27,7,386653.0
274.94,4,2000,1940.56,4,310643.0
205.79,2,1990,4282.22,4,409820.0
287.81,4,2014,4245.73,5,418110.0
259.76,3,2013,3505.08,5,381166.0
299.59,4,2006,3496.02,1,384196.0
170.14,4,1997,3650.72,8,377552.0
253.44,2,2016,3531.94,5,383769.0
180.39,4,2007,2241.09,3,312696.0
195.98,2,2016,3572.72,3,377231.0
225.5,3,2011,4538.33,4,427686.0
274.74,4,2005,1996.58,7,303654.0
296.82,3,1991,4752.0,5,441368.0
253.65,3,1994,561.12,1,228578.0
183.55,4,2007,2070.87,5,302607.0
184.27,2,1992,1094.44,5,251428.0
247.52,3,2016,1069.79,6,256259.0
147.76,3,2006,4169.43,7,400932.0
122.09,4,2005,4632.66,5,421803.0
170.92,4,1995,3999.91,2,395523.0
157.45,4,1996,4894.77,2,438857.0
159.26,4,2003,1473.48,4,268704.0
146.72,4,2004,1133.6,1,249141.0
108.42,4,2022,2843.17,7,331514.0
103.57,2,2016,4230.67,1,401760.0
297.54,3,2018,679.28,3,243847.0
185.55,2,1994,4980.05,7,444476.0
176.87,2,2018,3210.11,6,350472.0
235.93,4,2021,4905.24,7,443963.0
143.65,3,1995,2142.87,5,303630.0
289.99,2,1991,2561.11,8,337366.0
257.27,4,1995,3885.63,6,399856.0
117.88,4,1993,4067.15,4,395805.0
183.52,3,2018,1548.65,1,278057.0
275.82,2,2014,4684.1,2,438849.0
288.95,2,1998,4403.4,6,427002.0
193.48,2,1992,581.92,4,224264.0
222.68,4,2015,1078.56,3,254573.0
133.41,3,2016,2732.44,7,335593.0
298.23,3,2021,2574.3,7,334551.0
146.33,2,1990,3687.76,2,373952.0
288.55,4,2005,903.7,8,251554.0
229.93,2,2000,3401.85,1,369827.0
221.55,3,2015,3273.66,7,365655.0
202.54,4,1990,1551.29,1,278202.0
146.13,2,2015,2940.77,3,340007.0
135.31,2,2017,1499.93,3,274515.0
144.1,4,1998,1161.15,2,255119.0
137.29,3,2011,3079.11,5,344996.0
255.92,4,1997,4898.63,4,448187.0
170.03,2,2016,1566.2,6,276328.0
111.57,2,2008,2099.01,2,293115.0
293.82,2,2014,1654.58,4,283929.0
276.76,2,2010,1699.07,7,296590.0
285.55,3,2013,2318.86,1,319176.0
298.98,3,2013,3658.35,3,393338.0
134.78,2,2008,674.62,1,228522.0
179.25,3,1991,4807.06,2,434063.0
251.65,3,2003,708.26,9,336256.6726666667
239.2,3,2021,4465.64,5,426379.0
130.78,2,2021,4524.7,4,419649.0
263.17,4,2017,2860.2,4,343341.0
144.89,4,2002,1116.49,8,243389.0
144.76,4,2001,3043.16,3,345029.0
207.39,2,1997,3328.84,4,369269.0
218.59,3,2004,4359.92,2,412629.0
216.02,3,2015,2979.03,6,350014.0
118.3,2,2001,2348.19,9,308981.0
275.49,2,2016,4272.31,4,423163.0
153.12,4,2007,4914.28,6,443504.0
125.9,4,2016,3402.96,4,363120.0
277.75,2,1998,4434.74,2,426664.0
291.13,4,1990,3194.31,6,364038.0
272.43,3,1996,3604.05,7,381760.0
261.9,2,2015,3596.75,4,382519.0
231.05,2,1996,3671.54,7,381431.0
210.17,3,1996,1944.56,8,296353.0
117.4,3,1997,3090.48,3,345301.0
181.69,3,2005,3173.61,2,354794.0
174.54,4,1992,1917.82,5,292238.0
151.95,2,1999,2074.34,2,296265.0
244.68,4,1996,3930.11,5,401522.0
199.18,3,2010,3122.26,6,355710.0
116.21,4,2020,1171.45,8,249159.0
144.04,3,2012,4269.37,6,403997.0
236.65,4,2016,4474.01,4,425974.0
115.23,4,2011,2597.64,3,324646.0
270.24,3,2016,1440.08,2,279119.0
199.03,4,1993,4764.23,1,438549.0
196.12,2,2013,4470.21,2,424143.0
218.48,4,2012,1599.72,2,284256.0
264.94,4,2008,930.17,5,253889.0
169.56,2,1992,2482.94,9,320175.0
235.6,3,2016,3543.79,1,378147.0
213.15,2,1992,1289.25,4,266344.0
153.41,4,2017,2809.46,7,328433.0
275.73,3,2006,2414.37,3,330011.0
259.49,4,2020,4507.48,8,336256.6726666667
231.69,4,1999,2433.05,3,327910.0
270.12,2,2011,2901.99,8,347082.0
273.46,2,2019,4798.79,2,336256.6726666667
241.67,3,2010,1848.61,5,336256.6726666667
267.4,3,2012,1800.46,4,336256.6726666667
239.49,3,2001,4098.18,9,406829.0
236.03,4,2014,1748.93,3,289160.0
223.72,2,2009,4243.4,5,412010.0
250.54,2,1996,929.91,9,336256.6726666667
131.72,2,2018,1000.68,6,246622.0
276.17,3,2018,4555.96,2,430919.0
274.37,2,2002,2933.66,1,348547.0
105.85,2,1992,3734.66,1,379777.0
265.16,2,1991,1513.8,7,275526.0
125.77,3,2005,1248.23,2,336256.6726666667
167.02,2,2019,4257.29,7,406214.0
248.7,3,1995,2113.81,1,313119.0
132.15,2,1996,2547.65,4,322937.0
263.59,2,1994,625.87,4,232702.0
266.43,2,1996,2236.46,5,313091.0
201.49,3,2021,3966.97,1,399959.0
101.28,3,2002,4195.74,7,400917.0
157.41,2,2019,3644.4,2,376375.0
223.39,4,2014,3614.81,2,380546.0
296.24,3,2010,2778.08,8,345949.0
226.36,3,2010,2922.48,9,350337.0
151.96,2,2017,3841.84,6,391651.0
226.8,4,2009,1612.86,1,287313.0
208.0,2,1994,1541.83,1,273608.0
255.97,3,2007,4774.66,7,442859.0
121.4,3,2000,624.6,8,226872.0
252.21,2,2006,1127.59,3,336256.6726666667
208.25,2,2011,3066.5,9,351101.0
292.6,4,2009,3820.26,4,400678.0
168.37,4,1995,2920.51,4,340153.0
226.52,3,2003,2097.79,3,336256.6726666667
286.41,4,2012,4900.89,8,449601.0
120.5,4,2009,3667.34,9,378373.0
287.45,3,2002,4241.26,1,419096.0
237.58,3,2021,681.11,2,231976.0
113.57,3,2015,1561.64,1,336256.6726666667
160.19,3,2003,2183.77,4,309679.0
241.63,2,1997,1321.71,7,336256.6726666667
113.47,3,2011,828.05,7,231960.0
216.43,3,2011,1512.91,6,276174.0
169.18,3,2005,2901.36,5,341645.0
224.18,4,2016,3630.85,4,381766.0
109.15,3,1999,3983.09,8,393645.0
274.31,2,2014,693.21,7,239036.0
294.7,2,2020,2425.94,1,331841.0
293.78,3,2010,1049.95,6,265390.0
249.93,2,2016,2440.4,2,326577.0
126.02,4,2006,2452.89,4,311663.0
251.65,3,2022,2741.95,5,341726.0
104.92,2,2020,4517.74,8,415029.0
104.42,2,2015,4122.93,6,399329.0
164.72,3,2010,3365.24,2,364494.0
197.73,2,1990,4484.33,5,421695.0
254.08,3,1993,3553.11,5,377753.0
236.66,2,1993,4184.85,6,405169.0
189.18,4,2015,3037.0,1,347472.0
154.73,2,1993,2863.48,8,339363.0
299.42,2,1998,3758.44,3,398678.0
185.24,3,2019,588.6,5,226466.0
190.28,2,1993,3606.7,7,374886.0
132.72,3,1994,4705.33,3,427975.0
258.96,4,2012,3712.74,6,392169.0
238.74,3,2005,665.57,5,237832.0
144.15,3,2011,2200.49,7,336256.6726666667
116.48,2,1997,4143.12,3,404070.0
236.1,4,2022,4813.74,2,447103.0
230.9,3,2005,2165.74,4,306085.0
154.65,2,1994,4285.37,3,336256.6726666667
290.17,2,2005,4387.14,4,422671.0
130.21,3,1996,1054.79,7,248438.0
186.47,2,1990,4306.05,5,406997.0
288.72,3,1998,1959.12,4,305718.0
183.95,3,2007,3169.57,6,355389.0
227.71,3,1992,2925.33,7,343341.0
179.52,4,2013,3483.74,5,372240.0
154.84,3,2017,3832.09,7,386326.0
296.8,2,1999,2483.96,3,333631.0
181.87,4,1998,4497.4,7,417007.0
278.82,2,2002,4142.74,3,409970.0
145.99,4,2012,4034.39,6,393398.0
142.62,4,2006,2562.11,8,323946.0
106.23,4,1996,669.08,6,222822.0
230.33,4,2005,2715.15,3,340760.0
173.71,2,2009,4543.0,5,422388.0
272.87,3,2013,1357.03,9,274327.0
194.64,2,1994,4921.67,8,448404.0
293.64,3,1995,4134.61,6,408224.0
137.11,2,2017,3694.23,9,378458.0
273.72,4,1994,3547.22,2,382141.0
255.32,4,1991,3141.62,9,358166.0
254.18,3,2010,3743.02,6,390521.0
268.96,3,2007,2398.58,9,326087.0
252.2,2,2001,4303.8,4,416079.0
225.24,3,2006,3633.56,5,382891.0
126.25,2,2004,3970.64,2,387285.0
106.51,3,1996,4066.19,3,392557.0
284.17,3,2003,914.32,1,336256.6726666667
223.33,3,1990,750.38,4,240630.0
259.31,4,1992,4104.44,2,412238.0
196.3,4,2020,1667.23,2,282004.0
123.46,2,2002,3118.86,1,336256.6726666667
125.04,3,2007,2496.7,2,318967.0
237.11,2,2006,599.18,4,235430.0
186.06,3,2006,681.27,6,231884.0
140.1,4,2000,4222.06,7,408978.0
198.32,4,2009,3234.55,7,362798.0
112.84,3,1999,2857.29,7,331902.0
216.39,3,2018,4749.58,4,436809.0
153.8,4,2006,1279.02,5,336256.6726666667
259.51,4,2002,1660.87,3,282298.0
162.07,2,2016,3905.33,1,389072.0
191.04,4,2015,3988.56,8,401424.0
102.32,3,2017,2322.04,7,310661.0
114.49,2,2002,4779.4,9,430852.0
178.5,3,2001,4722.15,4,434061.0
195.99,2,2017,555.84,5,225621.0
220.0,3,1991,1275.48,5,261829.0
158.33,4,2012,4190.99,7,406720.0
239.0,3,2018,2008.48,9,302070.0
272.02,2,2000,929.58,8,256622.0
255.97,3,2022,4032.5,7,407403.0
107.92,2,2000,2545.63,1,318570.0
196.1,3,1998,2715.85,6,330768.0
120.99,4,2003,1338.66,9,251816.0
148.41,4,1998,3474.03,7,369044.0
297.33,3,1992,2980.59,1,354313.0
128.5,3,2018,1430.03,9,336256.6726666667
199.78,3,2008,2031.49,3,297571.0
223.63,2,2021,3185.96,9,359311.0
240.49,3,1996,4661.93,4,336256.6726666667
211.93,3,2017,4641.69,9,433884.0
101.95,2,2007,1795.58,8,276821.0
165.29,4,1994,3810.29,7,385983.0
203.54,3,2012,3989.84,4,404487.0
117.57,3,2011,4139.7,9,399172.0
170.13,4,2015,3068.43,4,349469.0
106.64,4,2001,547.29,1,220118.0
115.72,2,2008,3927.54,6,388659.0
179.38,3,1990,979.69,4,249545.0
126.54,3,1992,1025.92,3,245065.0
213.51,2,2016,3225.31,5,364281.0
237.89,4,2007,4925.84,3,452989.0
260.12,2,2019,1591.43,9,336256.6726666667
140.03,4,1991,3406.15,6,361434.0
133.5,2,1994,1866.44,3,281400.0
120.91,4,2018,4544.27,5,418813.0
227.29,2,2022,3170.83,8,356542.0
241.3,4,2009,1433.65,8,275636.0
106.32,4,2019,1679.59,6,273148.0
287.24,4,1994,2446.16,5,331437.0
110.39,4,2010,1049.2,5,245761.0
208.26,4,2004,854.3,1,240880.0
241.81,3,2009,3560.28,2,383451.0
274.19,4,1997,2332.24,4,322197.0
242.82,3,2020,3768.02,6,386326.0
260.35,4,2001,995.26,7,250999.0
167.89,3,2010,3244.39,1,355892.0
262.97,3,2019,2494.88,8,329887.0
116.02,2,2016,760.99,1,228084.0
